"artifactName","packageName","dependentArtifactName","dependentPackageName","dependency","forwardToBackwardBalance","numberForward","numberBackward","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies_Breakdown.cypher"
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","InjectEntityParameterResolver->StateManager",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","InjectEntityParameterResolver->EntityIdResolver",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","InjectEntityParameterResolver->EntityIdResolutionException",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","EntityIdResolverDefinition->EntityIdResolver",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","AnnotationBasedEntityEvolvingComponent->StateEvolvingException",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","AnnotationBasedEntityEvolvingComponent->EntityEvolvingComponent",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","InjectEntityParameterResolverFactory->EntityIdResolver",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","InjectEntityParameterResolverFactory->PropertyBasedEntityIdResolver",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","AnnotationBasedEntityIdResolverDefinition->EntityIdResolver",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","AnnotationBasedEntityIdResolver->EntityIdResolver",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","AnnotationBasedEntityIdResolver->EntityIdResolutionException",0.8461538461538461,12,1,""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","axon-modelling-5.1.2","org.axonframework.modelling","InjectEntity->EntityIdResolver",0.8461538461538461,12,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","TransactionManager<-TransactionalUnitOfWorkFactory",0.6666666666666666,5,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","TransactionalExecutorProvider->ProcessingContext",0.6666666666666666,5,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","TransactionManager->ProcessingLifecycle$ErrorHandler",0.6666666666666666,5,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","TransactionManager->ProcessingLifecycle$Phase",0.6666666666666666,5,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","TransactionManager->ProcessingLifecycle",0.6666666666666666,5,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","TransactionManager->ProcessingContext",0.6666666666666666,5,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer<-EventProcessingConfigurer",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule<-EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorConfiguration<-EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventHandlingComponentsConfigurer$CompletePhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventProcessorModule$CustomizationPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventProcessorCustomization",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventHandlingComponentsConfigurer$RequiredComponentPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventProcessorConfiguration",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->DefaultEventHandlingComponentsConfigurer",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventProcessorModule$EventHandlingPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorModule->EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorConfiguration->EventProcessorConfiguration",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer->EventProcessingConfigurer",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer->EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","PooledStreamingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer<-EventProcessingConfigurer",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule<-EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorConfiguration<-EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventHandlingComponentsConfigurer$CompletePhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventProcessorConfiguration",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventProcessorModule$EventHandlingPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->DefaultEventHandlingComponentsConfigurer",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventProcessorModule$CustomizationPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventProcessorCustomization",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorModule->EventHandlingComponentsConfigurer$RequiredComponentPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer->EventProcessorModule",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorsConfigurer->EventProcessingConfigurer",0.6666666666666666,15,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","SubscribingEventProcessorConfiguration->EventProcessorConfiguration",0.6666666666666666,15,3,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Component<-FilesystemStyleComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Component$Identifier<-FilesystemStyleComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Component$Identifier<-JacksonComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Component<-JacksonComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Component->DescribableComponent",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Components->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Components->DescribableComponent",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","InstantiatedComponentDefinition->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","ComponentFactory->DescribableComponent",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","DefaultComponentRegistry->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","ComponentRegistry->DescribableComponent",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","LazyInitializedComponentDefinition->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","DefaultAxonApplication$AxonConfigurationImpl->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","DefaultComponentRegistry$LocalConfiguration->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","AbstractComponent->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","DecoratedComponent->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","ConfigurationExtensions->DescribableComponent",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","ConfigurationExtensions->ComponentDescriptor",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","Configuration->DescribableComponent",0.6,16,4,""
"axon-common-5.1.2","org.axonframework.common.configuration","axon-common-5.1.2","org.axonframework.common.infra","ConfigurationExtension->DescribableComponent",0.6,16,4,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","DelegatingEventHandlingComponent<-ReplayBlockingEventHandlingComponent",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","EventMessage<-ReplayBlockingEventHandlingComponent",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","EventHandlingComponent<-ReplayBlockingEventHandlingComponent",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","SimpleEventHandlingComponent->ReplayStatusChanged",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","SimpleEventHandlingComponent->ReplayStatusChangedHandler",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","SimpleEventHandlingComponent->ReplayStatusChangedHandlerRegistry",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","SimpleEventHandlingComponent->ResetContext",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","SimpleEventHandlingComponent->ResetHandlerRegistry",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","SimpleEventHandlingComponent->ResetHandler",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","EventHandlingComponent->ResetHandler",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","EventHandlingComponent->ReplayStatusChangedHandler",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","EventHandlingComponent->ReplayStatusChanged",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","EventHandlingComponent->ResetContext",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","DelegatingEventHandlingComponent->ResetContext",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","DelegatingEventHandlingComponent->ReplayStatusChanged",0.6,12,3,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","NoMoreInterceptors<-ChainedMessageHandlerInterceptorMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorMemberChain<-ChainedMessageHandlerInterceptorMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageInterceptingMember<-AnnotatedHandlerInspector",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","NoMoreInterceptors<-AnnotatedHandlerInspector",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorMemberChain<-AnnotatedHandlerInspector",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","ResultParameterResolverFactory$ExceptionResultParameterResolver->ParameterResolver",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition->MessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition->HandlerEnhancerDefinition",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","NoMoreInterceptors->MessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptor->MessageHandler",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->MessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->WrappedMessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorMemberChain->MessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->WrappedMessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->InterceptorChainParameterResolverFactory",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->MessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","ResultHandler->HasHandlerAttributes",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageInterceptingMember->MessageHandlingMember",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","ResultParameterResolverFactory->ParameterResolverFactory",0.5,15,5,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","ResultParameterResolverFactory->ParameterResolver",0.5,15,5,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","Position<-Snapshot",0.3333333333333333,2,1,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","SnapshotCapableEventStorageEngine->Snapshot",0.3333333333333333,2,1,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","SnapshotEventMessage->Snapshot",0.3333333333333333,2,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","MessagingConfigurer<-EventProcessingConfigurer",0.3333333333333333,2,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","MessagingConfigurer->EventBusConfigurationDefaults",0.3333333333333333,2,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration","axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","MessagingConfigurer->EventProcessingConfigurer",0.3333333333333333,2,1,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","EventMessage<-SequentialPerAggregatePolicy",0.3333333333333333,4,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","EventMessage<-ExtractionSequencingPolicy",0.3333333333333333,4,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","SimpleEventHandlingComponent->SequentialPerAggregatePolicy",0.3333333333333333,4,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","SimpleEventHandlingComponent->SequencingPolicy",0.3333333333333333,4,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","SimpleEventHandlingComponent->HierarchicalSequencingPolicy",0.3333333333333333,4,2,""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","SimpleEventHandlingComponent->SequentialPolicy",0.3333333333333333,4,2,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","EntityLifecycleHandler<-EventSourcingRepository",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","SimpleEntityLifecycleHandler<-EventSourcingRepository",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","InitializingEntityEvolver<-EventSourcingRepository",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","SnapshottingEntityLifecycleHandler->CriteriaResolver",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","SimpleEntityLifecycleHandler->CriteriaResolver",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","InitializingEntityEvolver->EntityMissingAfterFirstEventException",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","InitializingEntityEvolver->EventSourcedEntityFactory",0.25,5,3,""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","InitializingEntityEvolver->EntityMissingAfterLoadOrCreateException",0.25,5,3,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation","AnnotatedEntityMetamodel<-EntityIdResolverDefinition",0.2,3,2,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation","AnnotatedEntityMetamodel<-AnnotationBasedEntityIdResolverDefinition",0.2,3,2,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation","AnnotatedEntityIdResolverDefinition->AnnotationBasedEntityIdResolver",0.2,3,2,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation","AnnotatedEntityIdResolverDefinition->EntityIdResolverDefinition",0.2,3,2,""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","axon-modelling-5.1.2","org.axonframework.modelling.annotation","AnnotatedEntityMetamodel->AnnotationBasedEntityEvolvingComponent",0.2,3,2,""
