"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: domains/external-dependencies/queries/Package_json_dependencies_occurrence.cypher"
"@reach/visually-hidden",1,0,"custom-filter-link","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/custom-filter-link",""
"localforage",1,0,"notes","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/examples/notes",""
"sort-package-json",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"proxy-agent",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"sisteransi",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"gunzip-maybe",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"log-update",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"tar-fs",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"@remix-run/web-fetch",1,0,"create-react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router",""
"not-react-router",1,0,"","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/create-react-router/__tests__/fixtures/basic",""
"@architect/functions",1,0,"@react-router/architect","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-architect",""
"@types/aws-lambda",1,0,"@react-router/architect","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-architect",""
"@babel/generator",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"valibot",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"es-module-lexer",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"@babel/plugin-syntax-jsx",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"@remix-run/node-fetch-server",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"tinyglobby",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"babel-dead-code-elimination",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"vite-node",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"jsesc",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"@babel/types",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"@babel/parser",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"p-map",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"exit-hook",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"@babel/traverse",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"lodash",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"chokidar",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"pkg-types",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"react-refresh",1,0,"@react-router/dev","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-dev",""
"set-cookie-parser",1,0,"react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router",""
"cookie",1,0,"react-router","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router",""
"source-map-support",1,0,"@react-router/serve","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-serve",""
"minimatch",1,0,"@react-router/fs-routes","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/packages/react-router-fs-routes",""
"match-sorter",1,0,"","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/tutorials/address-book",""
"sort-by",1,0,"","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/tutorials/address-book",""
"tiny-invariant",1,0,"","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/tutorials/address-book",""
"@react-router/cloudflare",1,0,"integration-cloudflare-dev-proxy-template","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/cloudflare-dev-proxy-template",""
"miniflare",1,0,"integration-cloudflare-dev-proxy-template","","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.16.0/./source/react-router-7.16.0/integration/helpers/cloudflare-dev-proxy-template",""
